location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,stringency_index,hospital_beds_per_thousand,testing_policy,contact_tracing,facial_coverings,restrictions_internal_movements,international_travel_controls,cancel_public_events,restriction_gatherings,school_closures,workplace_closures,stay_home_requirements
United States,2020-02-15,0.041,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-16,0.041,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-17,0.041,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-18,0.041,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-19,0.041,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-20,0.041,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-21,0.047,0.006,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-22,0.047,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-23,0.047,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-24,0.047,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-25,0.047,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-26,0.047,0.0,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-27,0.05,0.003,0.0,0.0,5.56,2.77,0,1,0,0,2,0,0,0,0,0
United States,2020-02-28,0.05,0.0,0.0,0.0,5.56,2.77,1,1,0,0,2,0,0,0,0,0
United States,2020-02-29,0.074,0.024,0.003,0.003,5.56,2.77,1,1,0,0,2,0,0,0,0,0
United States,2020-03-01,0.095,0.021,0.003,0.0,8.33,2.77,1,1,0,0,2,1,0,0,0,0
United States,2020-03-02,0.163,0.068,0.018,0.015,11.11,2.77,1,1,0,0,3,1,0,0,0,0
United States,2020-03-03,0.219,0.056,0.021,0.003,11.11,2.77,1,1,0,0,3,1,0,0,0,0
United States,2020-03-04,0.316,0.098,0.033,0.012,11.11,2.77,2,1,0,0,3,1,0,0,0,0
United States,2020-03-05,0.544,0.228,0.035,0.003,20.37,2.77,2,1,0,0,3,1,0,3,0,0
United States,2020-03-06,0.701,0.157,0.041,0.006,20.37,2.77,2,1,0,0,3,1,0,3,0,0
United States,2020-03-07,1.191,0.491,0.05,0.009,20.37,2.77,2,1,0,0,3,1,0,3,0,0
United States,2020-03-08,1.534,0.343,0.062,0.012,20.37,2.77,2,1,0,0,3,1,0,3,0,0
