location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,stringency_index,hospital_beds_per_thousand,testing_policy,contact_tracing,facial_coverings,restrictions_internal_movements,international_travel_controls,cancel_public_events,restriction_gatherings,school_closures,workplace_closures,stay_home_requirements
China,2021-07-15,71.693,0.03,3.251,0.0,81.94,4.34,3,2,2,2,3,2,4,3,3,3
China,2021-07-16,71.727,0.034,3.251,0.0,81.94,4.34,3,2,2,2,3,2,4,3,3,3
China,2021-07-17,71.758,0.031,3.251,0.0,81.94,4.34,3,2,2,2,3,2,4,3,3,3
China,2021-07-18,71.796,0.038,3.251,0.0,81.94,4.34,3,2,2,2,3,2,4,3,3,3
China,2021-07-19,71.851,0.055,3.251,0.0,81.94,4.34,3,2,2,2,3,2,4,3,3,3
China,2021-07-20,71.863,0.013,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-21,71.929,0.066,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-22,71.97,0.041,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-23,72.013,0.043,3.253,0.002,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-24,72.046,0.034,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-25,72.107,0.06,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-26,72.164,0.058,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-27,72.232,0.067,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-28,72.271,0.04,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-29,72.326,0.055,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-30,72.379,0.053,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-07-31,72.445,0.065,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-01,72.535,0.09,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-02,72.635,0.1,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-03,72.729,0.093,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-04,72.793,0.065,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-05,72.917,0.124,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-06,73.029,0.112,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-07,73.114,0.086,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-08,73.206,0.092,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-09,73.304,0.097,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-10,73.377,0.074,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-11,73.442,0.065,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-12,73.537,0.095,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-13,73.584,0.047,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-14,73.63,0.046,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-15,73.683,0.053,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-16,73.72,0.037,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-17,73.751,0.031,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-18,73.795,0.044,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-19,73.835,0.04,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-20,73.869,0.034,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-21,73.903,0.034,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-22,73.932,0.028,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-23,73.965,0.034,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-24,73.982,0.017,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-25,74.006,0.024,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-26,74.039,0.033,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-27,74.067,0.028,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-28,74.094,0.027,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-29,74.122,0.027,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-30,74.162,0.04,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-08-31,74.182,0.02,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-01,74.21,0.028,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-02,74.242,0.032,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-03,74.274,0.032,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-04,74.305,0.03,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-05,74.331,0.027,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-06,74.366,0.034,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-07,74.384,0.018,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-08,74.411,0.027,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-09,74.427,0.016,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-10,74.459,0.032,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-11,74.502,0.043,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-12,74.564,0.062,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-13,74.646,0.082,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-14,74.699,0.053,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-15,74.758,0.058,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-16,74.817,0.059,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-17,74.861,0.044,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-18,74.913,0.053,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-19,74.955,0.042,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-20,75.013,0.058,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-21,75.048,0.035,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-22,75.083,0.035,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-23,75.131,0.048,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-24,75.165,0.034,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-25,75.195,0.03,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-26,75.228,0.033,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-27,75.262,0.034,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-28,75.282,0.02,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-29,75.311,0.029,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-09-30,75.348,0.037,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-01,75.39,0.042,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-02,75.416,0.026,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-03,75.444,0.028,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-04,75.47,0.026,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-05,75.499,0.029,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-06,75.524,0.025,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-07,75.547,0.023,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-08,75.568,0.02,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-09,75.599,0.031,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-10,75.624,0.025,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-11,75.637,0.013,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-12,75.662,0.025,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-13,75.69,0.029,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-14,75.708,0.018,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-15,75.733,0.025,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-16,75.757,0.024,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-17,75.781,0.024,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-18,75.801,0.02,3.251,0.0,76.39,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-19,75.833,0.032,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-20,75.86,0.027,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-21,75.911,0.051,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-22,75.96,0.049,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-23,76.001,0.041,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-24,76.035,0.034,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-25,76.071,0.036,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-26,76.126,0.055,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-27,76.165,0.039,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-28,76.225,0.06,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-29,76.29,0.065,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-30,76.352,0.062,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-10-31,76.425,0.072,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-01,76.481,0.056,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-02,76.561,0.08,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-03,76.644,0.083,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-04,76.718,0.074,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-05,76.786,0.068,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-06,76.849,0.063,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-07,76.932,0.083,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-08,76.993,0.061,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-09,77.074,0.081,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-10,77.141,0.067,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-11,77.221,0.081,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-12,77.287,0.066,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-13,77.35,0.063,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-14,77.403,0.053,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-15,77.419,0.016,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-16,77.447,0.027,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-17,77.48,0.034,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-18,77.511,0.031,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-19,77.543,0.032,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-20,77.566,0.022,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-21,77.597,0.032,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-22,77.627,0.03,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-23,77.653,0.026,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-24,77.681,0.027,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-25,77.705,0.025,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-26,77.735,0.029,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-27,77.759,0.024,3.251,0.0,65.28,4.34,3,2,2,2,2,2,4,1,3,3
China,2021-11-28,77.802,0.043,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-29,77.842,0.04,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-11-30,77.934,0.092,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-01,77.993,0.059,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-02,78.069,0.076,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-03,78.149,0.08,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-04,78.2,0.052,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-05,78.257,0.056,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-06,78.351,0.094,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-07,78.406,0.055,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-08,78.477,0.071,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-09,78.543,0.067,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-10,78.628,0.084,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-11,78.682,0.054,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-12,78.752,0.07,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-13,78.799,0.047,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-14,78.856,0.058,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-15,78.926,0.069,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-16,78.992,0.066,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-17,79.09,0.098,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-18,79.165,0.075,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-19,79.263,0.098,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-20,79.309,0.046,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-21,79.401,0.093,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-22,79.482,0.081,3.251,0.0,70.83,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-23,79.556,0.074,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-24,79.67,0.114,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-25,79.713,0.043,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-26,79.875,0.162,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-27,80.133,0.258,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-28,80.286,0.153,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-29,80.437,0.151,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-30,80.591,0.154,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2021-12-31,80.769,0.178,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-01,80.922,0.153,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-02,80.993,0.071,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-03,81.209,0.216,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-04,81.304,0.095,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-05,81.483,0.179,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-06,81.612,0.128,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-07,81.736,0.125,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-08,81.884,0.147,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-09,82.016,0.132,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-10,82.177,0.161,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-11,82.361,0.184,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-12,82.514,0.153,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-13,82.673,0.158,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-14,82.812,0.139,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-15,82.908,0.097,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-16,83.093,0.184,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-17,83.225,0.132,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-18,83.305,0.08,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-19,83.374,0.069,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-20,83.438,0.064,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-21,83.502,0.065,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-22,83.568,0.065,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-23,83.62,0.052,3.251,0.0,79.17,4.34,3,2,2,2,2,2,4,3,3,3
China,2022-01-24,83.666,0.046,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-01-25,83.723,0.058,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-01-26,83.81,0.087,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-01-27,83.888,0.078,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-01-28,83.965,0.077,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-01-29,84.043,0.078,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-01-30,84.127,0.083,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-01-31,84.207,0.08,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-01,84.27,0.063,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-02,84.315,0.046,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-03,84.4,0.085,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-04,84.454,0.054,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-05,84.521,0.067,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-06,84.599,0.077,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-07,84.704,0.106,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-08,84.805,0.1,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-09,84.837,0.032,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-10,84.926,0.089,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-11,85.035,0.109,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-12,85.103,0.069,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-13,85.182,0.079,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-14,85.259,0.077,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-15,85.359,0.1,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-16,85.436,0.077,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-17,85.514,0.078,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-18,85.638,0.124,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-19,85.791,0.153,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-20,85.917,0.126,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-21,86.032,0.115,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-22,86.2,0.168,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-23,86.367,0.168,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-24,86.594,0.227,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-25,86.82,0.227,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-26,87.049,0.229,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-27,87.233,0.184,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-02-28,87.485,0.252,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-01,87.734,0.249,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-02,87.994,0.26,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-03,88.283,0.288,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-04,88.572,0.289,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-05,88.901,0.33,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-06,89.264,0.363,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-07,89.789,0.525,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-08,90.323,0.534,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-09,90.79,0.467,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-10,91.736,0.946,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-11,92.595,0.859,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-12,93.731,1.136,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-13,96.142,2.411,3.251,0.0,59.54,4.34,3,2,2,1,2,2,4,3,2,1
China,2022-03-14,97.705,1.563,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-03-15,101.255,3.55,3.251,0.0,64.35,4.34,3,2,2,2,2,2,4,3,2,1
China,2022-03-16,104.217,2.962,3.251,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-17,105.542,1.325,3.251,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-18,108.384,2.842,3.251,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-19,112.169,3.784,3.253,0.001,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-20,114.069,1.901,3.253,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-21,117.15,3.081,3.253,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-22,122.005,4.855,3.253,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-23,125.097,3.091,3.253,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-24,127.978,2.881,3.253,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-25,131.374,3.396,3.253,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-26,135.298,3.923,3.253,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-27,139.214,3.916,3.253,0.0,64.35,4.34,3,2,4,2,2,2,4,3,2,1
China,2022-03-28,143.558,4.345,3.253,0.0,68.06,4.34,3,2,4,2,2,2,4,3,3,1
China,2022-03-29,148.688,5.13,3.253,0.0,73.61,4.34,3,2,4,2,2,2,4,3,3,3
China,2022-03-30,154.96,6.272,3.253,0.0,73.61,4.34,3,2,4,2,2,2,4,3,3,3
China,2022-03-31,159.899,4.939,3.253,0.0,73.61,4.34,3,2,4,2,2,2,4,3,3,3
China,2022-04-01,166.239,6.34,3.253,0.0,73.61,4.34,3,2,4,2,2,2,4,3,3,3
